title,number,font,5,1,0
img_title_bowl,66,NotoSansJP,0,0,0
img_title_bowl,66,NotoSerif,0,0,0
img_title_bowl,66,Reggae,0,0,0
img_title_bowl,66,Stick,0,0,0
img_title_bowl,67,DelaGothic,0,0,0
img_title_bowl,67,HachiMaruPop,0,0,0
img_title_bowl,67,KaiseiDecol,0,0,0
img_title_bowl,67,NotoSansJP,0,0,0
img_title_bowl,67,NotoSerif,0,0,0
img_title_bowl,67,Reggae,0,0,0
img_title_bowl,67,Stick,0,0,0
img_title_bowl,68,DelaGothic,1,0,0
img_title_bowl,68,HachiMaruPop,1,0,0
img_title_bowl,68,KaiseiDecol,0,0,1
img_title_bowl,68,NotoSansJP,0,0,1
img_title_bowl,68,NotoSerif,0,1,0
img_title_bowl,68,Reggae,0,1,0
img_title_bowl,68,Stick,0,1,0
img_title_bowl,69,DelaGothic,0,0,0
img_title_bowl,69,HachiMaruPop,0,0,0
img_title_bowl,69,KaiseiDecol,0,0,0
img_title_bowl,69,NotoSansJP,0,0,0
img_title_bowl,69,NotoSerif,0,0,0
img_title_bowl,69,Reggae,0,0,0
img_title_bowl,69,Stick,0,0,0
img_title_bowl,70,DelaGothic,0,0,0
img_title_bowl,70,HachiMaruPop,0,0,0
img_title_bowl,70,KaiseiDecol,0,0,0
img_title_bowl,70,NotoSansJP,0,0,0
img_title_bowl,70,NotoSerif,0,0,0
img_title_bowl,70,Reggae,0,0,0
img_title_bowl,70,Stick,0,0,0
img_title_bowl,71,DelaGothic,0,0,0
img_title_bowl,71,HachiMaruPop,0,0,0
img_title_bowl,71,KaiseiDecol,0,0,0
img_title_bowl,71,NotoSansJP,0,0,0
img_title_bowl,71,NotoSerif,0,0,0
img_title_bowl,71,Reggae,0,0,0
img_title_bowl,71,Stick,0,0,0
img_title_bowl,72,DelaGothic,0,0,0
img_title_bowl,72,HachiMaruPop,0,0,0
img_title_bowl,72,KaiseiDecol,0,0,0
img_title_bowl,72,NotoSansJP,0,0,0
img_title_bowl,72,NotoSerif,0,0,0
img_title_bowl,72,Reggae,0,0,0
img_title_bowl,72,Stick,0,0,0
img_title_bowl,73,DelaGothic,0,0,0
img_title_bowl,73,HachiMaruPop,0,0,0
